Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,,,,,,,,,
5/2/03,James Miller,Male,Israel and the Occupied Palestinian Territory,freelance,United Kingdom,Television,Camera Operator,"Human Rights, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/17/03,"Apolinario ""Polly"" Pobeda",Male,Philippines,DWTI Radio,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
6/24/03,Indra Mohan Hakasam,,India,Amar Assam,,,,,,,,,,,,"",,,,,,,,,
6/30/03,Nicanor Linhares Batista,Male,Brazil,R‡dio Vale do Jaguaribe,Brazil,Radio,"Columnist, Publisher",Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
7/3/03,Yuri Shchekochikhin,Male,Russia,Novaya Gazeta,Russia,Print,"Editor, Print Reporter","Corruption, Human Rights, War",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
7/5/03,Richard Wild,Male,Iraq,freelance,United Kingdom,Television,Camera Operator,War,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
7/6/03,Jeremy Little,Male,Iraq,NBC News,Australia,Television,Technician,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
7/8/03,Bonifacio Gregorio,Male,Philippines,Dyaryo Banat,Philippines,Print,"Columnist, Print Reporter",Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
7/10/03,Zahra Kazemi,Female,Iran,freelance,Canada,Print,Photographer,Human Rights,Yes,Foreign,Government Officials,Murder,Yes,Yes,No,"Yes",,,,,,,,,
7/23/03,Luiz Ant™nio da Costa,Male,Brazil,ƒpoca,Brazil,Print,Photographer,Human Rights,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
7/24/03,H_ctor Ram’rez,Male,Guatemala,Noti7 and Radio Sonora,Guatemala,"Radio, Television",Broadcast,Politics,No,Local,Mob Violence,Dangerous Assignment,,No,No,"No",,,,,,,,,
8/17/03,Mazen Dana,Male,Iraq,Reuters,Palestinian Territory,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/19/03,Noel Villarante,Male,Philippines,DZJV Radio and Laguna Score,Philippines,"Print, Radio","Broadcast, Print Reporter","Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
8/20/03,Rico Ramirez,Male,Philippines,DXSF Radio,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,No,"No",,,,,,,,,
8/22/03,Juan Carlos Benavides Ar_valo,Male,Colombia,Manantial Est_reo,Colombia,Radio,Broadcast,Politics,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/25/03,Ahmad Kareem,Male,Iraq,Kurdistan TV,Iraq,Television,Producer,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
9/6/03,Satoru Someya,Male,Japan,freelance,Japan,Print,Print Reporter,Crime,Yes,Local,Local Residents,Murder,No,Yes,No,"No",,,,,,,,,
9/6/03,"Juan ""Jun"" Pala",Male,Philippines,DXGO Radio,Philippines,Radio,Columnist,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
9/7/03,Gyanendra Khadka,Male,Nepal,Rastriya Samachar Samiti,Nepal,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
9/15/03,Ernis Nazalov,,Kyrgyzstan,Kyrgyz Ruhu,,,,,,,,,,,,"",,,,,,,,,
9/18/03,Parmanand Goyal,,India,Punjab Kesari,,,,,,,,,,,,"",,,,,,,,,
10/9/03,Aleksei Sidorov,Male,Russia,Tolyatinskoye Obozreniye,Russia,Print,Editor,"Business, Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/18/03,Chou Chetharith,Male,Cambodia,Ta Prum,Cambodia,Radio,Producer,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
10/21/03,Jean H_lène,Male,Ivory Coast,Radio France Internationale,France,Radio,Broadcast,Human Rights,No,Foreign,Military Officials,Murder,No,No,No,"No",,,,,,,,,
10/28/03,Ahmed Shawkat,Male,Iraq,Bilah Ittijah,Iraq,Print,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/30/03,Nabil Hussein,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"",,,,,,,,,
10/30/03,Alahin Hussein,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"",,,,,,,,,
10/30/03,Ali Adnan,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"",,,,,,,,,
10/30/03,Ramziya Moushee,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"",,,,,,,,,
10/30/03,Hassan Alwan,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"",,,,,,,,,
11/26/03,Germ‡n Antonio Rivas,,Honduras, Corporaci—n Maya Visi—n,,,,,,,,,,,,"",,,,,,,,,
11/28/03,Dmitry Zavadsky,Male,Belarus,ORT,Belarus,Television,Camera Operator,War,No,Local,Government Officials,Murder,Yes,Yes, Yes,"No",,,,,,,,,
12/2/03,Nelson Nadura,,Philippines, Radio DYME,,,,,,,,,,,,"",,,,,,,,,
12/15/03,Marco Boukoukou Boussaga,,Gabon, L'Autre Journal,,,,,,,,,,,,"",,,,,,,,,
12/29/03,Ersa Siregar,Male,Indonesia,Rajawali Citra Televisi,Indonesia,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,"No",,,,,,,,,
1/4/04,Oscar Alberto Polanco Herrera,,Colombia,Cable Uni—n de Occidente ,,,,,,,,,,,,"",,,,,,,,,
1/15/04,Manik Saha,Male,Bangladesh,New Age,Bangladesh,Print,Print Reporter,"Crime, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/27/04,Duraid Isa Mohammed,Male,Iraq,CNN,Iraq,Television,Producer,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
1/27/04,Yasser Khatab,,Iraq,CNN,Iraqi,,,,,,,,,,,"",,,,,,,,,
1/29/04,Sajid Tanoli,Male,Pakistan,Shumal,Pakistan,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
2/1/04,Abdel Sattar Abdel Karim,Male,Iraq,Al Ta'akhy,Iraq,Print,Photographer,"Culture, Sports",Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/1/04,Semko Karim Mohyideen,Male,Iraq,freelance,Iraq,Television,Camera Operator,Culture,Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/1/04,Gharib Mohamed Salih,Male,Iraq,Kurdistan TV,Iraq,Television,Camera Operator,"Culture, Sports",Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/1/04,Ayoub Mohamed,Male,Iraq,Kurdistan TV,Iraq,Television,Camera Operator,"Culture, Sports",Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/1/04,Haymin Mohamed Salih,Male,Iraq,Qulan TV,Iraq,Television,Camera Operator,"Culture, Sports",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/1/04,Safir Nader,Male,Iraq,Qulan TV,Iraq,Television,Camera Operator,"Culture, Sports",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
2/7/04,Mart’n La Rotta,Male,Colombia,La Palma Est_reo,Colombia,Radio,"Columnist, Publisher",Politics,No,Local,Local Residents,Murder,Yes,No,No,"No",,,,,,,,,
2/10/04,Carlos Jos_ Guadamuz,Male,Nicaragua,Canal 23,Nicaragua,Television,"Broadcast, Columnist",Politics,No,Local,Local Residents,Murder,Yes,No,No,"No",,,,,,,,,
2/11/04,Rowell Endrinal,Male,Philippines,DZRC,Philippines,Radio,Columnist,"Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
2/14/04,Antonio de la Torre Echeand’a,Male,Peru,Radio îrbita ,Peru,Radio,Broadcast,"Crime, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
2/21/04,Veeraboina Yadagiri,Male,India,Andhra Prabha,India,Print,Print Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
3/3/04,Heorhiy Chechyk,,Ukraine, Yuta,,,,,,,,,,,,"",,,,,,,,,
3/5/04,Selwan Abdelghani Medhi al-Niem,,Iraq,Voice of America,Iraqi,,,,,,,,,,,"",,,,,,,,,
3/7/04,Ricardo Ortega,Male,Haiti,Antena 3,Haiti,Television,Broadcast,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
3/18/04,Ali Abdel Aziz,Male,Iraq,Al-Arabiya,Iraq,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/18/04,Nadia Nasrat,Female,Iraq,Iraq Media Network/Diyala TV,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
3/18/04,Muhammad Ahmad Sarham,,Iraq,Iraq Media Network,Iraqi,,,,,,,,,,,"",,,,,,,,,
3/18/04,Najeed Rashid,,Iraq,Iraq Media Network,Iraqi,,,,,,,,,,,"",,,,,,,,,
3/19/04,Ali al-Khatib,Male,Iraq,Al-Arabiya,UAE,Television,Broadcast,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/19/04,Roberto Javier Mora Garc’a,,Mexico,El Ma–ana,,,,,,,,,,,,"",,,,,,,,,
3/22/04,Mohamed Abu Halima,Male,Israel and the Occupied Palestinian Territory,Al-Najah,Israel Occupied,Radio,Broadcast,Human Rights,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/26/04,Burhan Mohamed Mazhour,Male,Iraq,ABC,Iraq,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/26/04,Omar Kamal,,Iraq,Time,Iraqi,,,,,,,,,,,"",,,,,,,,,
4/12/04,Alberto Rivera Fern‡ndez,Male,Peru,Frecuencia Oriental,Peru,Radio,"Broadcast, Columnist","Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
4/19/04,Asaad Kadhim,Male,Iraq,Al-Iraqiya TV,Iraq,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/19/04,Hussein Saleh,,Iraq,Al-Iraqiya  TV,Iraqi,,,,,,,,,,,"",,,,,,,,,
4/20/04,Samuel Rom‹,Male,Brazil,Radio Conquista FM,Brazil,Radio,"Columnist, Publisher","Corruption, Crime, Politics",No,Local,Government Officials,Murder,No,No,No,"No",,,,,,,,,
4/20/04,Asiya Jeelani,Female,India,freelance,India,Print,Print Reporter,Human Rights,Yes,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
4/24/04,Jos_ Carlos Araœjo,Male,Brazil,R‡dio Timbaœba FM,Brazil,Radio,Broadcast,"Corruption, Crime, Human Rights",No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
5/7/04,Waldemar Milewicz,Male,Iraq,TVP,Poland,Television,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/7/04,Mounir Bouamrane,Male,Iraq,TVP,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/9/04,Adlan Khasanov,Male,Russia,Reuters,Russia,Television,Camera Operator,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
5/21/04,Rashid Hamid Wali,Male,Iraq,Al-Jazeera,Iraq,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/27/04,Shinsuke Hashida,Male,Iraq,freelance,Japan,Print,Print Reporter,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/27/04,Kotaro Ogawa,Male,Iraq,freelance,Japan,Print,Print Reporter,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/27/04,Mohamed Najmedin,,Iraq,freelance,Iraqi,,,,,,,,,,,"",,,,,,,,,
5/28/04,Dusko Jovanovic,Male,Serbia,Dan,Serbia/Montenegro,Print,Editor,"Crime, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
5/29/04,Mahmood Daoud,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,"",,,,,,,,,
5/29/04,Samya Abdel Jabar,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,"",,,,,,,,,
5/31/04,Aiyathurai Nadesan,Male,Sri Lanka,Virakesari,Sri Lanka,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Military Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
6/1/04,Sahar Saad Eddine al-Nuaimi ,,Iraq,freelance,,,,,,,,,,,,"",,,,,,,,,
6/6/04,Simon Cumbers,Male,Saudi Arabia,BBC,Ireland,Television,Camera Operator,Politics,Yes,Foreign,Political Group,Murder,Partial,No,No,"No",,,,,,,,,
6/17/04,Elpidio Binoya,Male,Philippines,Radyo Natin,Philippines,Radio,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"Yes",,,,,,,,,
6/22/04,Francisco Javier Ortiz Franco,Male,Mexico,Zeta,Mexico,Print,Editor,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
6/27/04,Humayun Kabir,Male,Bangladesh,Janmabhumi,Bangladesh,Print,Editor,"Corruption, Crime",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
7/9/04,Paul Klebnikov,Male,Russia,Forbes Russia,United States,Print,Editor,"Business, Corruption, Crime",No,Foreign,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
7/11/04,Jorge Lourenço dos Santos,,Brazil, Criativa FM,,,,,,,,,,,,"",,,,,,,,,
7/20/04,Askhat Sharipjanov,,Kazakhstan,Navigator,,,,,,,,,,,,"",,,,,,,,,
7/31/04,"Rogelio ""Roger"" Mariano",Male,Philippines,Radyo Natin-Aksyon Radyo,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
8/5/04,Arnnel Manalo,Male,Philippines,Bulgar and DZRH Radio,Philippines,"Print, Radio","Broadcast, Print Reporter","Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
8/11/04,Dekendra Raj Thapa,Male,Nepal,Radio Nepal,Nepal,Radio,Broadcast,"Human Rights, Politics",No,Local,Political Group,Murder,Partial,Yes,No,"No",,,,,,,,,
8/12/04,Fernando Consignado,,Philippines,Radio Veritas,,,,,,,,,,,,"",,,,,,,,,
8/15/04,Mahmoud Hamid Abbas,Male,Iraq,Zweites Deutsches Fernsehen,Iraq,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/16/04,Bala Nadarajah Iyer,Male,Sri Lanka,Thinamurasu and Thinakaran,Sri Lanka,Print,Print Reporter,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
8/22/04,Kamal Hossain,Male,Bangladesh,Ajker Kagoj,Bangadesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,"No",,,,,,,,,
8/26/04,Enzo Baldoni,Male,Iraq,freelance,Italy,Print,Print Reporter,War,Yes,Foreign,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
8/28/04,Unidentified ,,Iraq,Freelance,Iraqi,,,,,,,,,,,"",,,,,,,,,
8/31/04,Francisco Arratia Saldierna,Male,Mexico,freelance,Mexico,"Print, Internet",Columnist,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,No,"Yes",,,,,,,,,
9/1/04,Mauro Marcano,,Venezuela,Radio Matur’n,,,,,,,,,,,,"",,,,,,,,,
9/2/04,Ismail Taher Mohsin,,Iraq,The Associated Press,Iraqi,,,,,,,,,,,"",,,,,,,,,
9/12/04,Mazen al-Tumeizi,Male,Iraq,Al-Arabiya,Iraq,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
9/14/04,Juan Emilio Andœjar Matos,Male,Dominican Republic,Radio Azua and List’n Diario,Dominican Republic,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,No,No,Yes,"No",,,,,,,,,
9/29/04,Romeo (or Romy) Binungcal,Male,Philippines,Remate and Bulgar,Philippines,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
10/2/04,Diponkar Chakrabarty,,Bangladesh,Durjoy Bangla,,,,,,,,,,,,"",,,,,,,,,
10/7/04,Ahmed Jassem,,Iraq,Nineveh Television,Iraqi,,,,,,,,,,,"",,,,,,,,,
10/14/04,Dina Mohammed Hassan,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,"Culture, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/14/04,Karam Hussein,Male,Iraq,European Pressphoto Agency,Iraq,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/19/04,Eldy Sablas (aka Eldy Gabinales),Male,Philippines,Radio DXJR-FM,Philippines,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
10/20/04,Veronika Cherkasova,,Belarus, Solidarnost,,,,,,,,,,,,"",,,,,,,,,
10/27/04,Liqaa Abdul Razzak,,Iraq, Al-Sharqiya TV,,,,,,,,,,,,"",,,,,,,,,
11/1/04,Dhia Najim,Male,Iraq,freelance,Iraq,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
11/7/04,Antoine Mass_,Male,Ivory Coast,Le Courrier d'Abidjan,Ivory Coast,Print,Print Reporter,Human Rights,No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
11/8/04,Dilip Mohapatra,,India,Aji Kagoj,,,,,,,,,,,,"",,,,,,,,,
11/9/04,Mar’a Jos_ Bravo,Female,Nicaragua,La Prensa,Nicaragua,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,No,No,No,"No",,,,,,,,,
11/12/04,Gene Boyd Lumawag,Male,Philippines,MindaNews,Philippines,Print,Photographer,"Corruption, Politics",No,Local,Criminal Group,Murder,Partial,No,No,"No",,,,,,,,,
11/13/04,Herson Hinolan,Male,Philippines,Bombo Radyo,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Partial,No,No,"No",,,,,,,,,
11/27/04,Stephen Omaois,,Philippines,Guru Press,,,,,,,,,,,,"",,,,,,,,,
11/27/04,Allan Dizon,,Philippines,"The Freeman, Banat",,,,,,,,,,,,"",,,,,,,,,
11/28/04,Gregorio Rodr’guez Hern‡ndez,Male,Mexico,El Debate,Mexico,Print,Photographer,"Crime, Sports",No,Local,Criminal Group,Murder,Partial,No,No,"No",,,,,,,,,
12/11/04,Lanka Jayasundara,Male,Sri Lanka,Wijeya Publications,Sri Lanka,Print,Print Reporter,"Culture, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
12/16/04,Deyda Hydara,Male,Gambia,The Point,"Gambia, The",Print,Editor,,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
1/11/05,Julio Hernando Palacios S‡nchez,Male,Colombia,Radio Lemas,Colombia,Radio,Broadcast,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
2/7/05,Allah Noor,Male,Pakistan,Khyber TV,Pakistan,Print,Photographer,War,Yes,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/7/05,Amir Nowab,Male,Pakistan,Associated Press Television News and Frontier Post,Pakistan,Television,Broadcast,War,Yes,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/9/05,Kate Peyton,Female,Somalia,BBC,United Kingdom,Television,Producer,"Politics, War",No,Foreign,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
2/9/05,Abdul-Hussein Khazal,,Iraq,Al-Hurra,,,,,,,,,,,,"",,,,,,,,,
2/11/05,Sheikh Belaluddin,Male,Bangladesh,Sangram,Bangladesh,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/14/05,Pongkiat Saetang,,Thailand,Had Yai Post,,,,,,,,,,,,"",,,,,,,,,
2/19/05,Rafael Enrique Prins Vel‡squez,Male,Colombia,Apocalipsis,Colombia,Print,"Print Reporter, Publisher","Corruption, Crime, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No",,,,,,,,,
2/25/05,Raeda Wazzan,Female,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,"No",,,,,,,,,
2/25/05, Unidentified,,Iraq,Al-Hurra,Iraqi,,,,,,,,,,,"",,,,,,,,,
2/28/05,Arnulfo Villanueva,,Philippines,Asian Star Express Balita,,,,,,,,,,,,"",,,,,,,,,
3/2/05,Elmar Huseynov,Male,Azerbaijan,Monitor,Azerbaijan,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
3/10/05,Laiq Ibrahim Nowruz al-Kakaie,,Iraq,Kurdistan TV,Iraqi,,,,,,,,,,,"",,,,,,,,,
3/14/05,Hussam Sarsam,Male,Iraq,Kurdistan TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
3/24/05,Marlene Garcia-Esperat,Female,Philippines,Midland News and DXKR,Philippines,Print,Columnist,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
4/1/05,Ahmed Jabbar Hashim,Male,Iraq,Al-Sabah,Iraq,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
4/4/05,Robenson Laraque,Male,Haiti,Tele Contact,Haiti,Radio,Broadcast,War,No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
4/8/05,Raœl Gibb Guerrero,,Mexico,La Opini—n,,,,,,,,,,,,"",,,,,,,,,
4/14/05,Fadhil Hazem Fadhil,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/14/05,Ali Ibrahim Issa,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/15/05,Saman Abdullah Izzedine,Male,Iraq,Kirkuk TV,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
4/16/05,Dolores Guadalupe Garc’a Escamilla,Female,Mexico,Stereo 91,Mexico,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
4/19/05,Julio Augusto Garc’a Romero,Male,Ecuador,La Bocina and Punto de Vista,Ecuador,Print,Photographer,"Human Rights, Politics",No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
4/23/05,Saleh Ibrahim,Male,Iraq,Associated Press Television News,Iraq,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/29/05,Dharmeratnam Sivaram,Male,Sri Lanka,TamilNet and Daily Mirror,Sri Lanka,"Print, Internet",Columnist,"Politics, War",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No",,,,,,,,,
5/4/05,Klein Cantoneros,Male,Philippines,DXAA-FM,Philippines,Radio,Columnist,"Corruption, Crime",Yes,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
5/10/05,Philip Agustin,Male,Philippines,Starline Times Recorder,Philippines,Print,Editor,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
5/15/05,Ahmed Adam,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/15/05,Najem Abed Khudair,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/21/05,Pavel Makeev,Male,Russia,Puls,Russia,Television,Camera Operator,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
5/31/05,Jerges Mahmood Mohamad Suleiman,Male,Iraq,Nineveh TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
6/2/05,Samir Qassir,Male,Lebanon,Al-Nahar,Lebanon,Print,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
6/2/05,Daif al-Gahzal al-Shuhaibi,Male,Libya,freelance,Libya,Internet,Internet Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No",,,,,,,,,
6/5/05,Duniya Muhyadin Nur,Female,Somalia,Capital Voice,Somalia,Radio,Broadcast,Human Rights,No,Local,Local Residents,Dangerous Assignment,,No,No,"No",,,,,,,,,
6/25/05,Bardhyl Ajeti,Male,Serbia,Bota Sot,Serbia/Montenegro,Print,"Columnist, Print Reporter",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
6/25/05,Maha Ibrahim,Female,Iraq,Baghdad TV,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/28/05,Ahmed Wael Bakri,Male,Iraq,Al-Sharqiyah,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/28/05,Magomedzagid Varisov,Male,Russia,Novoye Delo,Russia,Print,Print Reporter,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
